Date,Location,new_case,new_death,Admin_Dose_1,dose_distributed,popf12,Ne,poptotal
4/4/2021,ON,19621,115,2171573,2516638,13038032,11838533.06,14826276
4/11/2021,ON,26642,150,2808322,3706907,13038032,11838533.06,14826276
4/18/2021,ON,31179,198,3493866,4519919,13038032,11838533.06,14826276
4/25/2021,ON,27714,218,4268812,4902559,13038032,11838533.06,14826276
5/2/2021,ON,24512,205,4951946,5284638,13038032,11838533.06,14826276
5/9/2021,ON,20087,209,5754150,6681107,13038032,11838533.06,14826276
5/16/2021,ON,15933,151,6638361,7450831,13038032,11838533.06,14826276
5/23/2021,ON,12168,144,7537294,8455867,13038032,11838533.06,14826276
5/30/2021,ON,7259,130,8298869,9543412,13038032,11838533.06,14826276
6/6/2021,ON,4995,90,8963082,10502599,13038032,11838533.06,14826276
6/13/2021,ON,3345,44,9413440,11120140,13038032,11838533.06,14826276
6/20/2021,ON,2330,41,9677721,11293570,13038032,11838533.06,14826276
6/27/2021,ON,1830,35,9864684,13704372,13038032,11838533.06,14826276
7/4/2021,ON,1420,28,10006851,14998771,13038032,11838533.06,14826276
7/11/2021,ON,1192,36,10142704,14998771,13038032,11838533.06,14826276
7/18/2021,ON,1041,27,10269103,14998771,13038032,11838533.06,14826276
7/25/2021,ON,1114,15,10383281,14998771,13038032,11838533.06,14826276
8/1/2021,ON,1365,17,10485065,15438024,13038032,11838533.06,14826276
8/8/2021,ON,2088,9,10553582,16090655,13038032,11838533.06,14826276
8/15/2021,ON,3285,12,10624677,16853368,13038032,11838533.06,14826276
8/22/2021,ON,4182,12,10712555,16853368,13038032,11838533.06,14826276
8/29/2021,ON,4854,15,10797333,16853368,13038032,11838533.06,14826276
9/5/2021,ON,5210,33,10886925,16853368,13038032,11838533.06,14826276
9/12/2021,ON,5024,44,10997962,16853368,13038032,11838533.06,14826276
9/19/2021,ON,4868,36,11088718,16853368,13038032,11838533.06,14826276
9/26/2021,ON,4297,36,11191067,16853368,13038032,11838533.06,14826276
10/3/2021,ON,4024,34,11272941,16853368,13038032,11838533.06,14826276
10/10/2021,ON,3679,33,11346301,16853368,13038032,11838533.06,14826276
10/17/2021,ON,2915,20,11401106,16853368,13038032,11838533.06,14826276
10/24/2021,ON,2497,36,11454409,16853368,13038032,11838533.06,14826276
10/31/2021,ON,2600,23,11497222,16853368,13038032,11838533.06,14826276
11/7/2021,ON,3433,27,11532131,16853368,13038032,11838533.06,14826276
11/14/2021,ON,4003,31,11565749,16853368,13038032,11838533.06,14826276
11/21/2021,ON,4076,34,11598644,16853368,13038032,11838533.06,14826276
